company,date,price
2330,2012/4/16,84.9
2330,2012/4/13,84.9
2330,2012/4/12,82.6
2330,2012/4/11,82.4
2330,2012/4/10,82
2330,2012/4/9,83
2330,2012/4/6,83.8
2330,2012/4/5,83.1
2330,2012/4/3,85
2330,2012/4/2,85.1
2330,2012/3/30,84.9
2330,2012/3/29,84.1
2330,2012/3/28,85.5
2330,2012/3/27,85.8
2330,2012/3/26,83.6
2330,2012/3/23,85.4
2330,2012/3/22,85.2
2330,2012/3/21,84.9
2330,2012/3/20,83.2
2330,2012/3/19,83.7
2330,2012/3/16,81.1
2330,2012/3/15,83.2
2330,2012/3/14,83.2
2330,2012/3/13,81.3
2330,2012/3/12,80
2330,2012/3/9,80
2330,2012/3/8,79.7
2330,2012/3/7,79.1
2330,2012/3/6,79.5
2330,2012/3/5,78.9
2330,2012/3/3,79.3
2330,2012/3/2,80
2330,2012/3/1,80.1
2330,2012/2/29,81.1
2330,2012/2/24,79.1
2330,2012/2/23,78.1
2330,2012/2/22,79.7
2330,2012/2/21,80
2330,2012/2/20,80
2330,2012/2/17,80
2330,2012/2/16,78.5
2330,2012/2/15,78.5
2330,2012/2/14,77.3
2330,2012/2/13,76.6
2330,2012/2/10,76.9
2330,2012/2/9,78
2330,2012/2/8,77.5
2330,2012/2/7,77.4
2330,2012/2/6,77.4
2330,2012/2/4,76.5
2330,2012/2/3,76.2
2330,2012/2/2,76.8
2330,2012/2/1,77
2330,2012/1/31,78.5
2330,2012/1/30,78.7
2330,2012/1/18,76.7
2330,2012/1/17,75.6
2330,2012/1/16,75.3
2330,2012/1/13,77.5
2330,2012/1/12,77
2330,2012/1/11,76.5
2330,2012/1/10,76.5
2330,2012/1/9,75.6
2330,2012/1/6,75.6
2330,2012/1/5,76
2330,2012/1/4,75.8
2330,2012/1/3,75.7
2330,2012/1/2,75
2454,2021/1/29,875
2454,2021/1/28,869
2454,2021/1/27,897
2454,2021/1/26,871
2454,2021/1/25,910
2454,2021/1/22,917
2454,2021/1/21,934
2454,2021/1/20,872
2454,2021/1/19,879
2454,2021/1/18,844
2454,2021/1/15,850
2454,2021/1/14,861
2454,2021/1/13,884
2454,2021/1/12,846
2454,2021/1/11,851
2454,2021/1/8,838
2454,2021/1/7,799
2454,2021/1/6,792
2454,2021/1/5,797
2454,2021/1/4,792
2454,2020/12/31,747
2454,2020/12/30,746
2454,2020/12/29,734
2454,2020/12/28,740
2454,2020/12/25,715
2454,2020/12/24,714
2454,2020/12/23,720
2454,2020/12/22,703
2454,2020/12/21,708
2454,2020/12/18,699
2454,2020/12/17,704
2454,2020/12/16,701
2454,2020/12/15,701
2454,2020/12/14,702
2454,2020/12/11,707
2454,2020/12/10,709
2454,2020/12/9,734
2454,2020/12/8,730
2454,2020/12/7,704
2454,2020/12/4,705
2454,2020/12/3,700
2454,2020/12/2,712
2454,2020/12/1,697
2454,2020/11/30,704
2454,2020/11/27,725
2454,2020/11/26,730
2454,2020/11/25,724
2454,2020/11/24,742
2454,2020/11/23,743
2454,2020/11/20,747
2454,2020/11/19,733
2454,2020/11/18,728
2454,2020/11/17,696
2454,2020/11/16,694
2454,2020/11/13,675
2454,2020/11/12,673
2454,2020/11/11,676
2454,2020/11/10,686
2454,2020/11/9,702
2454,2020/11/6,700
2454,2020/11/5,696
2454,2020/11/4,677
2454,2020/11/3,665
2454,2020/11/2,653
2454,2020/10/30,678
2454,2020/10/29,684
2454,2020/10/28,681
2454,2020/10/27,685
2454,2020/10/26,674
2454,2020/10/23,678
2454,2020/10/22,688
2454,2020/10/21,691
2454,2020/10/20,697
2454,2020/10/19,692
2454,2020/10/16,680
2454,2020/10/15,689
2454,2020/10/14,689
2454,2020/10/13,699
2454,2020/10/12,714
2454,2020/10/8,670
2454,2020/10/7,647
2454,2020/10/6,615
2454,2020/10/5,611
2454,2020/9/30,607
2454,2020/9/29,610
2454,2020/9/28,603
2454,2020/9/25,585
2454,2020/9/24,600
2454,2020/9/23,617
2454,2020/9/22,603
2454,2020/9/21,616
2454,2020/9/18,611
2454,2020/9/17,599
2454,2020/9/16,617
2454,2020/9/15,611
2454,2020/9/14,609
2454,2020/9/11,595
2454,2020/9/10,599
2454,2020/9/9,595
2454,2020/9/8,604
2454,2020/9/7,598
2454,2020/9/4,603
2454,2020/9/3,603
2454,2020/9/2,596
2454,2020/9/1,576
2454,2020/8/31,556
2454,2020/8/28,574
2454,2020/8/27,558
2454,2020/8/26,578
2454,2020/8/25,589
2454,2020/8/24,585
2454,2020/8/21,604
2454,2020/8/20,565
2454,2020/8/19,609
2454,2020/8/18,617
2454,2020/8/17,685
2454,2020/8/14,680
2454,2020/8/13,684
2454,2020/8/12,680
2454,2020/8/11,693
2454,2020/8/10,706
2454,2020/8/7,705
2454,2020/8/6,732
2454,2020/8/5,730
2454,2020/8/4,732
2454,2020/8/3,696
2454,2020/7/31,701
2454,2020/7/30,683
2454,2020/7/29,682
2454,2020/7/28,680
2454,2020/7/27,728
2454,2020/7/24,675
2454,2020/7/23,677
2454,2020/7/22,664
2454,2020/7/21,637
2454,2020/7/20,601
2454,2020/7/17,607
2454,2020/7/16,599
2454,2020/7/15,609
2454,2020/7/14,611
2454,2020/7/13,629
2454,2020/7/10,616
2454,2020/7/9,651
2454,2020/7/8,661
2454,2020/7/7,618
2454,2020/7/6,589
2454,2020/7/3,585
2454,2020/7/2,574
2454,2020/7/1,577
2454,2020/6/30,579
2454,2020/6/29,565
2454,2020/6/24,580
2454,2020/6/23,574
2454,2020/6/22,576
2454,2020/6/19,546
2454,2020/6/18,513
2454,2020/6/17,510
2454,2020/6/16,510
2454,2020/6/15,492.5
2454,2020/6/12,492.5
2454,2020/6/11,496.5
2454,2020/6/10,500
2454,2020/6/9,497.5
2454,2020/6/8,494.5
2454,2020/6/5,494
2454,2020/6/4,490
2454,2020/6/3,490
2454,2020/6/2,485
2454,2020/6/1,461.5
2454,2020/5/29,463
2454,2020/5/28,460
2454,2020/5/27,464.5
2454,2020/5/26,460
2454,2020/5/25,460
2454,2020/5/22,442
2454,2020/5/21,464.5
2454,2020/5/20,470
2454,2020/5/19,462
2454,2020/5/18,440.5
2454,2020/5/15,411
2454,2020/5/14,411
2454,2020/5/13,420
2454,2020/5/12,407
2454,2020/5/11,410
2454,2020/5/8,411.5
2454,2020/5/7,411
2454,2020/5/6,408
2454,2020/5/5,401.5
2454,2020/5/4,399.5
2454,2020/4/30,415
2454,2020/4/29,398
2454,2020/4/28,375
2454,2020/4/27,372
2454,2020/4/24,348.5
2454,2020/4/23,351
2454,2020/4/22,346
2454,2020/4/21,353.5
2454,2020/4/20,370
2454,2020/4/17,368
2454,2020/4/16,361.5
2454,2020/4/15,365.5
2454,2020/4/14,365.5
2454,2020/4/13,351.5
2454,2020/4/10,350
2454,2020/4/9,351.5
2454,2020/4/8,349.5
2454,2020/4/7,347
2454,2020/4/6,341
2454,2020/4/1,334
2454,2020/3/31,327.5
2454,2020/3/30,336.5
2454,2020/3/27,340
2454,2020/3/26,343.5
2454,2020/3/25,334.5
2454,2020/3/24,330
2454,2020/3/23,308
2454,2020/3/20,301
2454,2020/3/19,274
2454,2020/3/18,301.5
2454,2020/3/17,315.5
2454,2020/3/16,320
2454,2020/3/13,341
2454,2020/3/12,336
2454,2020/3/11,363
2454,2020/3/10,373.5
2454,2020/3/9,366.5
2454,2020/3/6,378.5
2454,2020/3/5,385
2454,2020/3/4,370.5
2454,2020/3/3,372
2454,2020/3/2,363
2454,2020/2/27,360
2454,2020/2/26,375
2454,2020/2/25,378.5
2454,2020/2/24,377
2454,2020/2/21,388
2454,2020/2/20,394
2454,2020/2/19,388.5
2454,2020/2/18,392
2454,2020/2/17,398
2454,2020/2/14,405.5
2454,2020/2/13,408.5
2454,2020/2/12,401.5
2454,2020/2/11,390
2454,2020/2/10,380
2454,2020/2/7,381
2454,2020/2/6,382
2454,2020/2/5,381
2454,2020/2/4,390.5
2454,2020/2/3,382
2454,2020/1/31,388
2454,2020/1/30,383.5
2454,2020/1/20,419
2454,2020/1/17,420.5
2454,2020/1/16,421
2454,2020/1/15,416
2454,2020/1/14,416
2454,2020/1/13,422
2454,2020/1/10,432
2454,2020/1/9,437
2454,2020/1/8,430.5
2454,2020/1/7,426
2454,2020/1/6,424
2454,2020/1/3,434.5
2454,2020/1/2,441.5
2454,2019/12/31,443.5
2454,2019/12/30,446.5
2454,2019/12/27,446.5
2454,2019/12/26,449
2454,2019/12/25,452
2454,2019/12/24,445
2454,2019/12/23,449
2454,2019/12/20,446
2454,2019/12/19,454.5
2454,2019/12/18,456.5
2454,2019/12/17,460.5
2454,2019/12/16,442
2454,2019/12/13,432.5
2454,2019/12/12,427.5
2454,2019/12/11,429
2454,2019/12/10,425
2454,2019/12/9,426.5
2454,2019/12/6,415
2454,2019/12/5,420
2454,2019/12/4,424.5
2454,2019/12/3,418
2454,2019/12/2,416.5
2454,2019/11/29,421.5
2454,2019/11/28,431.5
2454,2019/11/27,422.5
2454,2019/11/26,420
2454,2019/11/25,418.5
2454,2019/11/22,411
2454,2019/11/21,407
2454,2019/11/20,414.5
2454,2019/11/19,421
2454,2019/11/18,419.5
2454,2019/11/15,422
2454,2019/11/14,410.5
2454,2019/11/13,408
2454,2019/11/12,410
2454,2019/11/11,403.5
2454,2019/11/8,414
2454,2019/11/7,425
2454,2019/11/6,434
2454,2019/11/5,425
2454,2019/11/4,412
2454,2019/11/1,405
2454,2019/10/31,408
2454,2019/10/30,396.5
2454,2019/10/29,393
2454,2019/10/28,387
2454,2019/10/25,379
2454,2019/10/24,381.5
2454,2019/10/23,372
2454,2019/10/22,371.5
2454,2019/10/21,369
2454,2019/10/18,370
2454,2019/10/17,371
2454,2019/10/16,360
2454,2019/10/15,367
2454,2019/10/14,370.5
2454,2019/10/9,372
2454,2019/10/8,384.5
2454,2019/10/7,384
2454,2019/10/4,385.5
2454,2019/10/3,379.5
2454,2019/10/2,372
2454,2019/10/1,376.5
2454,2019/9/27,369
2454,2019/9/26,376
2454,2019/9/25,380
2454,2019/9/24,387
2454,2019/9/23,388
2454,2019/9/20,386.5
2454,2019/9/19,380.5
2454,2019/9/18,382
2454,2019/9/17,383
2454,2019/9/16,382
2454,2019/9/12,375
2454,2019/9/11,374.5
2454,2019/9/10,378
2454,2019/9/9,382.5
2454,2019/9/6,374.5
2454,2019/9/5,367.5
2454,2019/9/4,365
2454,2019/9/3,364
2454,2019/9/2,370.5
2454,2019/8/30,367.5
2454,2019/8/29,365.5
2454,2019/8/28,366
2454,2019/8/27,345.5
2454,2019/8/26,343
2454,2019/8/23,342.5
2454,2019/8/22,345
2454,2019/8/21,347
2454,2019/8/20,351
2454,2019/8/19,353
2454,2019/8/16,322
2454,2019/8/15,316.5
2454,2019/8/14,319.5
2454,2019/8/13,318
2454,2019/8/12,323
2454,2019/8/8,316.5
2454,2019/8/7,318
2454,2019/8/6,309
2454,2019/8/5,312
2454,2019/8/2,316
2454,2019/8/1,314
2454,2019/7/31,314.5
2454,2019/7/30,325.5
2454,2019/7/29,319
2454,2019/7/26,313.5
2454,2019/7/25,313
2454,2019/7/24,308
2454,2019/7/23,314.5
2454,2019/7/22,308.5
2454,2019/7/19,304.5
2454,2019/7/18,302
2454,2019/7/17,310
2454,2019/7/16,314
2454,2019/7/15,314.5
2454,2019/7/12,318
2454,2019/7/11,322.5
2454,2019/7/10,318
2454,2019/7/9,313.5
2454,2019/7/8,314
2454,2019/7/5,321
2454,2019/7/4,319
2454,2019/7/3,317.5
2454,2019/7/2,319
2454,2019/7/1,314
2454,2019/6/28,314
2454,2019/6/27,313
2454,2019/6/26,310.5
2454,2019/6/25,311.5
2454,2019/6/24,315.5
2454,2019/6/21,313.5
2454,2019/6/20,310
2454,2019/6/19,308.5
2454,2019/6/18,308.5
2454,2019/6/17,300.5
2454,2019/6/14,307
2454,2019/6/13,309.5
2454,2019/6/12,309.5
2454,2019/6/11,308
2454,2019/6/10,316
2454,2019/6/6,307
2454,2019/6/5,313
2454,2019/6/4,311
2454,2019/6/3,314
2454,2019/5/31,311
2454,2019/5/30,296.5
2454,2019/5/29,280.5
2454,2019/5/28,280.5
2454,2019/5/27,281
2454,2019/5/24,287
2454,2019/5/23,292
2454,2019/5/22,287.5
2454,2019/5/21,290.5
2454,2019/5/20,290
2454,2019/5/17,291
2454,2019/5/16,288
2454,2019/5/15,290
2454,2019/5/14,289
2454,2019/5/13,286.5
2454,2019/5/10,298.5
2454,2019/5/9,300
2454,2019/5/8,310
2454,2019/5/7,311
2454,2019/5/6,306
2454,2019/5/3,309
2454,2019/5/2,298
2454,2019/4/30,295.5
2454,2019/4/29,287.5
2454,2019/4/26,290
2454,2019/4/25,288
2454,2019/4/24,289.5
2454,2019/4/23,290
2454,2019/4/22,289
2454,2019/4/19,290
2454,2019/4/18,291
2454,2019/4/17,288.5
2454,2019/4/16,300
2454,2019/4/15,296.5
2454,2019/4/12,293.5
2454,2019/4/11,291.5
2454,2019/4/10,300
2454,2019/4/9,299.5
2454,2019/4/8,294.5
2454,2019/4/3,290.5
2454,2019/4/2,290.5
2454,2019/4/1,285.5
2454,2019/3/29,282.5
2454,2019/3/28,276.5
2454,2019/3/27,279.5
2454,2019/3/26,281
2454,2019/3/25,276.5
2454,2019/3/22,284
2454,2019/3/21,277.5
2454,2019/3/20,274.5
2454,2019/3/19,275.5
2454,2019/3/18,278
2454,2019/3/15,276
2454,2019/3/14,272.5
2454,2019/3/13,273
2454,2019/3/12,270.5
2454,2019/3/11,270
2454,2019/3/8,267.5
2454,2019/3/7,274
2454,2019/3/6,280
2454,2019/3/5,273
2454,2019/3/4,277
2454,2019/2/27,280
2454,2019/2/26,276.5
2454,2019/2/25,282.5
2454,2019/2/22,264
2454,2019/2/21,259
2454,2019/2/20,255.5
2454,2019/2/19,250
2454,2019/2/18,253.5
2454,2019/2/15,252
2454,2019/2/14,255.5
2454,2019/2/13,259
2454,2019/2/12,257.5
2454,2019/2/11,259.5
2454,2019/1/30,243
2454,2019/1/29,245.5
2454,2019/1/28,248.5
2454,2019/1/25,248
2454,2019/1/24,244.5
2454,2019/1/23,241
2454,2019/1/22,242
2454,2019/1/21,244.5
2454,2019/1/18,244
2454,2019/1/17,237
2454,2019/1/16,237
2454,2019/1/15,233
2454,2019/1/14,231.5
2454,2019/1/11,227.5
2454,2019/1/10,226
2454,2019/1/9,226
2454,2019/1/8,222
2454,2019/1/7,219
2454,2019/1/4,217
2454,2019/1/3,223.5
2454,2019/1/2,220.5
2454,2018/12/28,229.5
2454,2018/12/27,225
2454,2018/12/26,220
2454,2018/12/25,221
2454,2018/12/24,225
2454,2018/12/22,223
2454,2018/12/21,223.5
2454,2018/12/20,225
2454,2018/12/19,236
2454,2018/12/18,234.5
2454,2018/12/17,235
2454,2018/12/14,236
2454,2018/12/13,237.5
2454,2018/12/12,233
2454,2018/12/11,228
2454,2018/12/10,229
2454,2018/12/7,233.5
2454,2018/12/6,229.5
2454,2018/12/5,244.5
2454,2018/12/4,252
2454,2018/12/3,245.5
2454,2018/11/30,237.5
2454,2018/11/29,231.5
2454,2018/11/28,236.5
2454,2018/11/27,232
2454,2018/11/26,228
2454,2018/11/23,222
2454,2018/11/22,222.5
2454,2018/11/21,223
2454,2018/11/20,225
2454,2018/11/19,223.5
2454,2018/11/16,220
2454,2018/11/15,231.5
2454,2018/11/14,230
2454,2018/11/13,231
2454,2018/11/12,234.5
2454,2018/11/9,228.5
2454,2018/11/8,235
2454,2018/11/7,235
2454,2018/11/6,230
2454,2018/11/5,230
2454,2018/11/2,227.5
2454,2018/11/1,223.5
2454,2018/10/31,227.5
2454,2018/10/30,207
2454,2018/10/29,208
2454,2018/10/26,202
2454,2018/10/25,210
2454,2018/10/24,214
2454,2018/10/23,214
2454,2018/10/22,221.5
2454,2018/10/19,222.5
2454,2018/10/18,225
2454,2018/10/17,224.5
2454,2018/10/16,222
2454,2018/10/15,221
2454,2018/10/12,220
2454,2018/10/11,210.5
2454,2018/10/9,228.5
2454,2018/10/8,233.5
2454,2018/10/5,234.5
2454,2018/10/4,242
2454,2018/10/3,246
2454,2018/10/2,245
2454,2018/10/1,250
2454,2018/9/28,246.5
2454,2018/9/27,241.5
2454,2018/9/26,241.5
2454,2018/9/25,243.5
2454,2018/9/21,243
2454,2018/9/20,238
2454,2018/9/19,245
2454,2018/9/18,244.5
2454,2018/9/17,243.5
2454,2018/9/14,245.5
2454,2018/9/13,242
2454,2018/9/12,244
2454,2018/9/11,244
2454,2018/9/10,242.5
2454,2018/9/7,248
2454,2018/9/6,255
2454,2018/9/5,254
2454,2018/9/4,253.5
2454,2018/9/3,249.5
2454,2018/8/31,251.5
2454,2018/8/30,256
2454,2018/8/29,256
2454,2018/8/28,252
2454,2018/8/27,247.5
2454,2018/8/24,250
2454,2018/8/23,253
2454,2018/8/22,247.5
2454,2018/8/21,245.5
2454,2018/8/20,247
2454,2018/8/17,247
2454,2018/8/16,247.5
2454,2018/8/15,260
2454,2018/8/14,265
2454,2018/8/13,263.5
2454,2018/8/10,274.5
2454,2018/8/9,275
2454,2018/8/8,277.5
2454,2018/8/7,275.5
2454,2018/8/6,273
2454,2018/8/3,274
2454,2018/8/2,269
2454,2018/8/1,275
2454,2018/7/31,254
2454,2018/7/30,260
2454,2018/7/27,267.5
2454,2018/7/26,263
2454,2018/7/25,262.5
2454,2018/7/24,255
2454,2018/7/23,271.5
2454,2018/7/20,280
2454,2018/7/19,284
2454,2018/7/18,281
2454,2018/7/17,285.5
2454,2018/7/16,282.5
2454,2018/7/13,285
2454,2018/7/12,283
2454,2018/7/11,276
2454,2018/7/10,280
2454,2018/7/9,272.5
2454,2018/7/6,285
2454,2018/7/5,281.5
2454,2018/7/4,298
2454,2018/7/3,304.5
2454,2018/7/2,305
2454,2018/6/29,300
2454,2018/6/28,297
2454,2018/6/27,296.5
2454,2018/6/26,296.5
2454,2018/6/25,310
2454,2018/6/22,310.5
2454,2018/6/21,312
2454,2018/6/20,310
2454,2018/6/19,312
2454,2018/6/15,315
2454,2018/6/14,315
2454,2018/6/13,320.5
2454,2018/6/12,324
2454,2018/6/11,332.5
2454,2018/6/8,330
2454,2018/6/7,331
2454,2018/6/6,331
2454,2018/6/5,325
2454,2018/6/4,329.5
2454,2018/6/1,319
2454,2018/5/31,311.5
2454,2018/5/30,310
2454,2018/5/29,315
2454,2018/5/28,318.5
2454,2018/5/25,324
2454,2018/5/24,322
2454,2018/5/23,320
2454,2018/5/22,320.5
2454,2018/5/21,314
2454,2018/5/18,313
2454,2018/5/17,310
2454,2018/5/16,319
2454,2018/5/15,319
2454,2018/5/14,320
2454,2018/5/11,319.5
2454,2018/5/10,329.5
2454,2018/5/9,328
2454,2018/5/8,325
2454,2018/5/7,318.5
2454,2018/5/4,325.5
2454,2018/5/3,320
2454,2018/5/2,331
2454,2018/4/30,340
2454,2018/4/27,339.5
2454,2018/4/26,323.5
2454,2018/4/25,337
2454,2018/4/24,341.5
2454,2018/4/23,350.5
2454,2018/4/20,354.5
2454,2018/4/19,360.5
2454,2018/4/18,362
2454,2018/4/17,340
2454,2018/4/16,342
2454,2018/4/13,336
2454,2018/4/12,331.5
2454,2018/4/11,339
2454,2018/4/10,327
2454,2018/4/9,327.5
2454,2018/4/3,328
2454,2018/4/2,336.5
2454,2018/3/31,340.5
2454,2018/3/30,340
2454,2018/3/29,331
2454,2018/3/28,333
2454,2018/3/27,342.5
2454,2018/3/26,347
2454,2018/3/23,328
2454,2018/3/22,336
2454,2018/3/21,336
2454,2018/3/20,342.5
2454,2018/3/19,334
2454,2018/3/16,317
2454,2018/3/15,318
2454,2018/3/14,313.5
2454,2018/3/13,319
2454,2018/3/12,317
2454,2018/3/9,310.5
2454,2018/3/8,309.5
2454,2018/3/7,300
2454,2018/3/6,301
2454,2018/3/5,295
2454,2018/3/2,302.5
2454,2018/3/1,299.5
2454,2018/2/27,301
2454,2018/2/26,296.5
2454,2018/2/23,300.5
2454,2018/2/22,302
2454,2018/2/21,304.5
2454,2018/2/12,285
2454,2018/2/9,283
2454,2018/2/8,286
2454,2018/2/7,284.5
2454,2018/2/6,286.5
2454,2018/2/5,299
2454,2018/2/2,304.5
2454,2018/2/1,307
2454,2018/1/31,299
2454,2018/1/30,299
2454,2018/1/29,308
2454,2018/1/26,308
2454,2018/1/25,305.5
2454,2018/1/24,307.5
2454,2018/1/23,318
2454,2018/1/22,319
2454,2018/1/19,319
2454,2018/1/18,319.5
2454,2018/1/17,306.5
2454,2018/1/16,312
2454,2018/1/15,313
2454,2018/1/12,309.5
2454,2018/1/11,306
2454,2018/1/10,309.5
2454,2018/1/9,304
2454,2018/1/8,298
2454,2018/1/5,300
2454,2018/1/4,307
2454,2018/1/3,300.5
2454,2018/1/2,291.5
2454,2017/12/29,294
2454,2017/12/28,286
2454,2017/12/27,283
2454,2017/12/26,280
2454,2017/12/25,287
2454,2017/12/22,290.5
2454,2017/12/21,290
2454,2017/12/20,292.5
2454,2017/12/19,294
2454,2017/12/18,287.5
2454,2017/12/15,285
2454,2017/12/14,289.5
2454,2017/12/13,291
2454,2017/12/12,296
2454,2017/12/11,299.5
2454,2017/12/8,296
2454,2017/12/7,287.5
2454,2017/12/6,286.5
2454,2017/12/5,318
2454,2017/12/4,320
2454,2017/12/1,315
2454,2017/11/30,326
2454,2017/11/29,334.5
2454,2017/11/28,331
2454,2017/11/27,330.5
2454,2017/11/24,326
2454,2017/11/23,327
2454,2017/11/22,327
2454,2017/11/21,322
2454,2017/11/20,320
2454,2017/11/17,329.5
2454,2017/11/16,320.5
2454,2017/11/15,322
2454,2017/11/14,326
2454,2017/11/13,317.5
2454,2017/11/10,326
2454,2017/11/9,331
2454,2017/11/8,336.5
2454,2017/11/7,337.5
2454,2017/11/6,328
2454,2017/11/3,335
2454,2017/11/2,336
2454,2017/11/1,338
2454,2017/10/31,342.5
2454,2017/10/30,334.5
2454,2017/10/27,330
2454,2017/10/26,338.5
2454,2017/10/25,328
2454,2017/10/24,321.5
2454,2017/10/23,320.5
2454,2017/10/20,313
2454,2017/10/19,316.5
2454,2017/10/18,314.5
2454,2017/10/17,321
2454,2017/10/16,326
2454,2017/10/13,322
2454,2017/10/12,303.5
2454,2017/10/11,306
2454,2017/10/6,291
2454,2017/10/5,285
2454,2017/10/3,288
2454,2017/10/2,288
2454,2017/9/30,291.5
2454,2017/9/29,284.5
2454,2017/9/28,291
2454,2017/9/27,287.5
2454,2017/9/26,282
2454,2017/9/25,285.5
2454,2017/9/22,286
2454,2017/9/21,293.5
2454,2017/9/20,290
2454,2017/9/19,293
2454,2017/9/18,292.5
2454,2017/9/15,292
2454,2017/9/14,287
2454,2017/9/13,275
2454,2017/9/12,275.5
2454,2017/9/11,279
2454,2017/9/8,274.5
2454,2017/9/7,272.5
2454,2017/9/6,271.5
2454,2017/9/5,279.5
2454,2017/9/4,271
2454,2017/9/1,272
2454,2017/8/31,270.5
2454,2017/8/30,268.5
2454,2017/8/29,267
2454,2017/8/28,271.5
2454,2017/8/25,269
2454,2017/8/24,273
2454,2017/8/23,271
2454,2017/8/22,270.5
2454,2017/8/21,272
2454,2017/8/18,267.5
2454,2017/8/17,272
2454,2017/8/16,273
2454,2017/8/15,271.5
2454,2017/8/14,280
2454,2017/8/11,286
2454,2017/8/10,280
2454,2017/8/9,284
2454,2017/8/8,287
2454,2017/8/7,289
2454,2017/8/4,290
2454,2017/8/3,291
2454,2017/8/2,300
2454,2017/8/1,292.5
2454,2017/7/31,266
2454,2017/7/28,266.5
2454,2017/7/27,263
2454,2017/7/26,259
2454,2017/7/25,256
2454,2017/7/24,253.5
2454,2017/7/21,255.5
2454,2017/7/20,259
2454,2017/7/19,261
2454,2017/7/18,251
2454,2017/7/17,254.5
2454,2017/7/14,254.5
2454,2017/7/13,252
2454,2017/7/12,254.5
2454,2017/7/11,254
2454,2017/7/10,247
2454,2017/7/7,250
2454,2017/7/6,253
2454,2017/7/5,265
2454,2017/7/4,263.5
2454,2017/7/3,267.5
2454,2017/6/30,260.5
2454,2017/6/29,267.5
2454,2017/6/28,264
2454,2017/6/27,270
2454,2017/6/26,269.5
2454,2017/6/23,265.5
2454,2017/6/22,271
2454,2017/6/21,269.5
2454,2017/6/20,257.5
2454,2017/6/19,255.5
2454,2017/6/16,253
2454,2017/6/15,251
2454,2017/6/14,250
2454,2017/6/13,247
2454,2017/6/12,248.5
2454,2017/6/9,250.5
2454,2017/6/8,254
2454,2017/6/7,252
2454,2017/6/6,245
2454,2017/6/5,243
2454,2017/6/3,235.5
2454,2017/6/2,234
2454,2017/6/1,228
2454,2017/5/31,230
2454,2017/5/26,229.5
2454,2017/5/25,228.5
2454,2017/5/24,216.5
2454,2017/5/23,208
2454,2017/5/22,209
2454,2017/5/19,212.5
2454,2017/5/18,213
2454,2017/5/17,213
2454,2017/5/16,211.5
2454,2017/5/15,214.5
2454,2017/5/12,214.5
2454,2017/5/11,213.5
2454,2017/5/10,209
2454,2017/5/9,208
2454,2017/5/8,212.5
2454,2017/5/5,216
2454,2017/5/4,218
2454,2017/5/3,218.5
2454,2017/5/2,221.5
2454,2017/4/28,217
2454,2017/4/27,217
2454,2017/4/26,213.5
2454,2017/4/25,215
2454,2017/4/24,215
2454,2017/4/21,215
2454,2017/4/20,215
2454,2017/4/19,214
2454,2017/4/18,212.5
2454,2017/4/17,211
2454,2017/4/14,212
2454,2017/4/13,213
2454,2017/4/12,214
2454,2017/4/11,212
2454,2017/4/10,217
2454,2017/4/7,216.5
2454,2017/4/6,217
2454,2017/4/5,220
2454,2017/3/31,215
2454,2017/3/30,218.5
2454,2017/3/29,219
2454,2017/3/28,223
2454,2017/3/27,224
2454,2017/3/24,223
2454,2017/3/23,224
2454,2017/3/22,227.5
2454,2017/3/21,230
2454,2017/3/20,226
2454,2017/3/17,225.5
2454,2017/3/16,224.5
2454,2017/3/15,221.5
2454,2017/3/14,223
2454,2017/3/13,222.5
2454,2017/3/10,222
2454,2017/3/9,218
2454,2017/3/8,222
2454,2017/3/7,218
2454,2017/3/6,218
2454,2017/3/3,219.5
2454,2017/3/2,223.5
2454,2017/3/1,225
2454,2017/2/24,224
2454,2017/2/23,224.5
2454,2017/2/22,225.5
2454,2017/2/21,225.5
2454,2017/2/20,224.5
2454,2017/2/18,224.5
2454,2017/2/17,225
2454,2017/2/16,217
2454,2017/2/15,216.5
2454,2017/2/14,217
2454,2017/2/13,217
2454,2017/2/10,215.5
2454,2017/2/9,215
2454,2017/2/8,213.5
2454,2017/2/7,218
2454,2017/2/6,212
2454,2017/2/3,207
2454,2017/2/2,204.5
2454,2017/1/24,213.5
2454,2017/1/23,214.5
2454,2017/1/20,211.5
2454,2017/1/19,213
2454,2017/1/18,211.5
2454,2017/1/17,213.5
2454,2017/1/16,210.5
2454,2017/1/13,215
2454,2017/1/12,217
2454,2017/1/11,215.5
2454,2017/1/10,214.5
2454,2017/1/9,217
2454,2017/1/6,220
2454,2017/1/5,218
2454,2017/1/4,216
2454,2017/1/3,218
2454,2016/12/30,216.5
2454,2016/12/29,216.5
2454,2016/12/28,218.5
2454,2016/12/27,218
2454,2016/12/26,216
2454,2016/12/23,216.5
2454,2016/12/22,217
2454,2016/12/21,216.5
2454,2016/12/20,219.5
2454,2016/12/19,224
2454,2016/12/16,226
2454,2016/12/15,228
2454,2016/12/14,225
2454,2016/12/13,228.5
2454,2016/12/12,229.5
2454,2016/12/9,230.5
2454,2016/12/8,230
2454,2016/12/7,225
2454,2016/12/6,226
2454,2016/12/5,223.5
2454,2016/12/2,225
2454,2016/12/1,224.5
2454,2016/11/30,221.5
2454,2016/11/29,221.5
2454,2016/11/28,223.5
2454,2016/11/25,221.5
2454,2016/11/24,222
2454,2016/11/23,226
2454,2016/11/22,228.5
2454,2016/11/21,223
